Year,Model,Condition,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2017,Pilot LX,Used,4.7,41,Gray,Beige,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H19HB026398,026398,102137,4.8,4.7,4.7,4.6,4.7,4.7,CO,Dealer
2022,Accord Sport 2.0T,New,4.9,3078,Still Night Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F39NA019757,NA019757,10,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer
2021,HR-V LX,Used,4.2,8,Modern Steel Metallic,Gray,All-wheel Drive,27–31,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,3CZRU6H32MM755323,22RPA547,19508,4.7,4.6,4.6,4.7,4.7,4.8,TN,Dealer
2017,Civic LX,Used,4.3,210,Modern Steel Metallic,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F52HH574561,HH574561F,46045,4.7,4.7,4.8,4.8,4.8,4.8,ND,Dealer
2022,Accord Sport 1.5T,New,3.5,162,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA091480,NA091480,3,5.0,5.0,5.0,5.0,5.0,5.0,MI,Dealer
2023,CR-V Hybrid Sport Touring,New,4.4,0,Platinum White Pearl,Gray,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H94PH800708,52230670,2,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer
2016,Pilot Touring,Used,4.8,1278,–,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H94GB049303,CHH230073,114602,4.7,4.6,4.5,4.4,4.6,4.6,FL,Dealer
2022,Accord Sport SE,New,4.5,1732,Lunar Silver Metallic,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F43NA091105,496440,12,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer
2023,Odyssey Elite,New,4.7,739,Crystal Black Pearl,Black,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95PB017649,C17596,1,5.0,5.0,4.0,4.0,4.0,5.0,IL,Dealer
2023,CR-V Hybrid Sport Touring,New,4.9,879,Platinum White Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH804747,PH804747,1,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer
2015,Accord EX-L,Used,4.8,2619,Silver,Ivory,Front-wheel Drive,21–34,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCR3F86FA024874,Q2516,57544,4.7,4.6,4.7,4.7,4.7,4.8,AZ,Dealer
2023,HR-V Sport,New,4.9,435,Urban Gray Pearl,Black,All-wheel Drive,25–30,Gasoline,continuously variable (m cvt),4 Cylinder Engine,3CZRZ2H5XPM700666,H700666,6,4.0,5.0,4.0,5.0,5.0,5.0,MA,Dealer
2022,Odyssey Elite,Honda Certified,4.7,739,Crystal Black Pearl,Black,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H90NB057215,C17577A,17822,4.3,4.4,4.3,4.1,4.3,4.3,IL,Dealer
2022,Accord Hybrid Sport,New,4.4,124,Still Night Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA032483,NA032483,3,4.9,5.0,5.0,4.9,4.9,5.0,PA,Dealer
2022,CR-V Hybrid Touring,Used,3.8,442,Gray,–,All-wheel Drive,,Gasoline,Automatic CVT,2.0L 4 Cylinder,5J6RT6H96NC019396,X42200B,7588,4.6,4.9,4.5,4.6,4.8,4.7,OR,Dealer
2021,Accord Touring 2.0T,Used,4.6,330,CELESTITE,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F97MA012728,MA012728,35433,4.9,4.8,4.8,4.8,4.9,4.8,TN,Dealer
2022,Passport EX-L,New,4.5,1732,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H54NB026819,496329,12,5.0,5.0,4.9,5.0,4.9,5.0,GA,Dealer
2006,CR-V EX,Used,4.0,24,Silver Moss Metallic,Black,Front-wheel Drive,23–29,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JHLRD68836C014123,A6258,43269,4.5,4.3,4.4,4.6,4.5,4.7,MD,Dealer
2022,Pilot Special Edition,New,5.0,25,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB101515,H22395,4,5.0,5.0,5.0,5.0,5.0,5.0,MD,Dealer
2022,CR-V Touring,New,4.8,3,Lunar Silver Metallic,Gray,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H90NH666757,221714,10,4.9,4.8,4.7,4.8,4.7,4.9,LA,Dealer
2012,Pilot EX,Used,4.6,4,Alabaster Silver Metallic,–,Four-wheel Drive,17–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H48CB016520,016520,164278,4.6,4.5,4.5,4.5,4.5,4.7,MA,Dealer
2023,Odyssey EX-L,New,4.4,23,Platinum White Pearl,Beige,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H63PB031216,30403,10,5.0,5.0,4.0,4.0,4.0,5.0,CA,Dealer
2022,Accord Sport 1.5T,New,5.0,1722,Sonic Gray Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA094002,NA094002,3,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
2017,Pilot Touring,Used,4.7,5,White Diamond Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H90HB012783,A2T348276A,154731,4.8,4.7,4.7,4.6,4.7,4.7,VA,Dealer
2016,Odyssey SE,Used,4.7,1992,Deep Scarlet Pearl,Truffle,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H36GB080734,10114,76395,4.8,4.6,4.7,4.6,4.7,4.8,OH,Dealer
2010,CR-V EX-L,Used,4.6,32,Gray,Black,Four-wheel Drive,21–27,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RE4H79AL089594,11355,112776,4.5,4.6,4.4,4.7,4.5,4.8,VA,Dealer
2015,CR-Z EX,Used,4.8,4,Black,–,Front-wheel Drive,36–39,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,JHMZF1D6XFS000061,22828,58627,4.5,4.7,4.7,4.9,4.9,5.0,IN,Dealer
2019,Odyssey Elite,Used,4.6,1276,Gray,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H99KB093982,PM093982,46975,4.8,4.6,4.5,4.3,4.7,4.5,GA,Dealer
2019,Ridgeline RTL,Used,4.8,0,Red,–,All-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F59KB027419,R458263A,39298,4.9,4.8,4.8,4.6,4.7,4.9,NE,Dealer
2023,Odyssey Elite,New,5.0,1571,Radiant Red Metallic II,Beige,FWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB032535,H23232,10,5.0,5.0,4.0,4.0,4.0,5.0,NJ,Dealer
2010,Civic LX,Used,5.0,1516,Red,Gray,Front-wheel Drive,25–36,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFA1F54AH502234,H8851A,133063,4.4,4.5,4.5,4.7,4.6,4.9,LA,Dealer
2023,HR-V EX-L,Used,4.5,572,Modern Steel Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H72PM700267,P88525A,6281,4.0,5.0,4.0,5.0,5.0,5.0,FL,Dealer
2023,CR-V Hybrid Sport,New,5.0,2945,Lunar Silver Metallic,Black,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H52PH701781,PH701781,16,5.0,3.0,4.0,4.0,5.0,5.0,FL,Dealer
2023,Odyssey Elite,New,4.4,9,Gray,Gray,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H93PB014300,00833006,20,5.0,5.0,4.0,4.0,4.0,5.0,CA,Dealer
2019,Odyssey EX-L,Used,4.0,365,Obsidian Blue Pearl,Gray,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H78KB046604,AU9547,51193,4.8,4.6,4.5,4.3,4.7,4.5,GA,Dealer
2017,HR-V EX,Used,4.8,973,Gray,–,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H52HM710237,HM710237,115491,4.6,4.4,4.4,4.5,4.7,4.7,FL,Dealer
2022,Accord Hybrid Sport,New,4.8,3335,Platinum White Pearl,Black,Front-wheel Drive,44–41,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,1HGCV3F24NA047687,NG24083,0,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer
2011,CR-V LX,Used,4.5,4,Crystal Black Pearl,Gray,Four-wheel Drive,21–27,Gasoline,Automatic 5-Speed,4 Cylinder Engine,5J6RE4H38BL120719,BL120719STK,145750,4.5,4.4,4.4,4.6,4.5,4.7,VA,Dealer
2019,Pilot EX-L,Used,5.0,1065,White,Beige,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H52KB012024,KB012024,70050,4.8,4.7,4.7,4.6,4.7,4.8,OK,Dealer
2004,Element EX,Used,4.6,1,Silver,Gray,Front-wheel Drive,22–26,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH18504L000595,0595P0940,111783,4.3,4.7,4.4,4.8,4.4,4.9,VA,Dealer
2023,HR-V LX,New,4.6,24,Lunar Silver Metallic,Gray,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H32PM727696,H4899,3,4.0,5.0,4.0,5.0,5.0,5.0,NY,Dealer
2023,Odyssey Touring,New,4.7,1932,Lunar Silver Metallic,Mocha,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H87PB037392,PB037392,7,5.0,5.0,4.0,4.0,4.0,5.0,NV,Dealer
2022,Passport EX-L,New,4.7,739,Crystal Black Pearl,Black,AWD,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H58NB032557,C17626,1,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer
2021,HR-V EX,Used,4.7,350,Gray,–,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H52MM744601,P3415,39609,4.7,4.6,4.6,4.7,4.7,4.8,TX,Dealer
2022,Pilot TrailSport,New,4.8,1780,Crystal Black Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H80NB093013,NB093013,3,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2022,CR-V Hybrid Touring,New,4.7,3094,Sonic Gray Pearl,Black,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H9XNL021653,X21653,11,4.6,4.9,4.5,4.6,4.8,4.7,FL,Dealer
2023,CR-V Hybrid Sport Touring,New,5.0,2637,Radiant Red Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H99PH801367,P105,5,5.0,3.0,4.0,4.0,5.0,5.0,IL,Dealer
2023,Pilot Touring,New,3.8,672,Sonic Gray Pearl,Black,AWD,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H72PB005430,46370,1,,,,,,,WA,Dealer
2018,Civic EX,Used,4.8,3,Gray,–,Front-wheel Drive,31–40,Gasoline,continuously variable,4 Cylinder Engine,SHHFK7H51JU427959,427959,57535,4.7,4.7,4.8,4.8,4.9,4.8,CT,Dealer
2023,Civic Sport Touring,New,5.0,1337,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H80PE001524,H230257,1,,,,,,,MA,Dealer
2022,Pilot TrailSport,New,4.9,1532,Platinum White Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB104819,NB104819,11,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer
2015,CR-V Touring,Used,4.5,470,Modern Steel Metallic,Gray,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H97FL025842,S8506T,40922,4.4,4.4,4.3,4.3,4.6,4.5,OH,Dealer
2017,Ridgeline Black Edition,Used,5.0,747,Crystal Black Pearl,Black / Red,All-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F80HB011032,47753A,51552,4.8,4.7,4.7,4.4,4.7,4.7,ID,Dealer
2022,Pilot TrailSport,New,5.0,4272,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB102200,H21207,5,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2020,Ridgeline Sport,Used,5.0,1047,Black,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F16LB017431,R2436A,18204,4.8,4.7,4.6,4.5,4.7,4.7,PA,Dealer
2019,Passport Sport,Honda Certified,4.4,1192,Black Copper Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H26KB011806,KB011806A,24450,4.8,4.7,4.7,4.6,4.7,4.8,OH,Dealer
2021,Passport Touring,Used,5.0,4630,–,–,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H98MB003121,C231650A,44193,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer
2023,Pilot EX-L 8-Passenger,New,5.0,2945,Modern Steel Metallic,Black,FWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG2H45PB001061,PB001061,3,,,,,,,FL,Dealer
2016,Civic LX,Used,4.6,340,Gray,Black,Front-wheel Drive,31–41,Gasoline,continuously variable (cvt),4 Cylinder Engine,19XFC2F59GE045942,3458,83899,4.6,4.6,4.6,4.6,4.8,4.6,VA,Dealer
2022,Pilot Special Edition,New,4.6,985,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB103190,2B1198,5,5.0,5.0,5.0,5.0,5.0,5.0,CO,Dealer
2022,Pilot TrailSport,New,4.7,790,Platinum White Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H81NB082618,220212,59,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
2023,Pilot TrailSport,New,3.5,659,Sonic Gray Pearl,Black,AWD,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H62PB003703,CHF230224,6,,,,,,,FL,Dealer
2023,CR-V Hybrid Sport,New,4.4,23,Meteorite Gray Metallic,Black,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H50PH704808,30434,10,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer
2021,Odyssey LX,Used,4.0,317,Obsidian Blue Pearl,Black,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H23MB038658,MB038658P,29438,5.0,5.0,4.9,4.8,4.8,5.0,FL,Dealer
2008,Civic LX,Used,4.4,6,Black,Grey,Front-wheel Drive,26–34,Gasoline,5-Speed Manual,1.8L I4 16V MPFI SOHC,2HGFG11618H576560,12864,126984,4.2,4.4,4.3,4.5,4.5,4.7,OH,Dealer
2016,CR-V EX,Used,4.6,0,Gray,Gray,Front-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,3CZRM3H51GG710182,23325500,107181,4.6,4.5,4.6,4.6,4.7,4.7,FL,Dealer
2018,CR-V Touring,Used,4.4,45,White Diamond Pearl,Ivory,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW1H98JH518487,JH518487S,61916,4.8,4.7,4.7,4.6,4.7,4.7,TX,Dealer
2023,Ridgeline RTL,New,4.8,1732,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F50PB008846,P1691,2,5.0,4.8,4.8,4.2,5.0,5.0,IL,Dealer
2021,Pilot Special Edition,Used,4.4,202,Lunar Silver Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27MB101733,TDN101733,16265,4.9,4.8,4.8,4.7,4.7,4.8,IA,Dealer
2023,Accord EX,New,4.8,1678,Gold,Gray,FWD,,Gasoline,Automatic CVT,1.5L I4 16V DOHC,1HGCY1F31PA003640,E3640,12,,,,,,,FL,Dealer
2023,HR-V Sport,New,4.6,1100,White,Black,All-wheel Drive,,Gasoline,–,2.0L I4 16V GDI DOHC,3CZRZ2H53PM728938,HA24947,0,4.0,5.0,4.0,5.0,5.0,5.0,MI,Dealer
2023,CR-V Hybrid Sport Touring,New,4.9,1924,Platinum White Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H90PH800186,23037,14,5.0,3.0,4.0,4.0,5.0,5.0,CT,Dealer
2023,CR-V Hybrid Sport Touring,New,3.1,133,Still Night Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H98PH800842,HAH230127,8,5.0,3.0,4.0,4.0,5.0,5.0,IN,Dealer
2014,CR-V LX,Used,4.5,13,Gray,Gray,Front-wheel Drive,31–31,Gasoline,Automatic 5-Speed,I4 2.4L Natural Aspiration,3CZRM3H33EG701219,701219,47863,4.5,4.5,4.5,4.5,4.6,4.7,AZ,Dealer
2016,Odyssey EX-L,Used,4.7,51,Silver,Gray,FWD,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H67GB066352,8192,131948,4.8,4.6,4.7,4.6,4.7,4.8,NC,Dealer
2022,Pilot Black Edition,New,4.2,231,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H71NB102924,2221128H,2,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
2023,Civic Sport,New,4.8,2242,Lunar Silver Metallic,–,FWD,,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,19XFL2G87PE004380,PE004380,5,,,,,,,TN,Dealer
2022,Passport EX-L,Used,4.5,1126,Platinum White Pearl,–,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H51NB025126,NB025126,787,5.0,5.0,4.9,5.0,4.9,5.0,WA,Dealer
2023,Odyssey Elite,New,5.0,2459,Lunar Silver Metallic,Mocha,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95PB024987,230064,0,5.0,5.0,4.0,4.0,4.0,5.0,NM,Dealer
2023,Civic Si SI,New,4.2,1578,Crystal Black Pearl,Black/Red,Front-wheel Drive,27–37,Gasoline,Manual,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,2HGFE1E5XPH471425,223139,1,,,,,,,NJ,Dealer
2017,Ridgeline RTL-T,Used,4.8,297,White Diamond Pearl,Black,All-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F63HB002176,N392A,158038,4.8,4.7,4.7,4.4,4.7,4.7,MO,Dealer
2021,Passport Elite,Used,3.3,32,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05MB018134,F2198A,22297,4.9,4.7,4.8,4.6,4.8,4.8,SC,Dealer
2023,Ridgeline RTL-E,New,4.6,1504,Lunar Silver Metallic,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F73PB012522,PB012522,5,5.0,4.8,4.8,4.2,5.0,5.0,FL,Dealer
2022,Pilot TrailSport,New,4.7,139,Platinum White Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H83NB090607,NB090607,10,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
2022,Passport Elite,New,4.6,1874,Obsidian Blue Pearl,–,AWD,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05NB028471,NB028471,5,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer
2012,Civic LX,Used,4.5,1,Black,Gray,Front-wheel Drive,28–39,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,19XFB2F57CE377150,100660,98917,4.3,4.3,4.4,4.6,4.5,4.8,CA,Dealer
2023,Odyssey Sport,New,5.0,4674,Platinum White,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H78PB035464,H34549,10,5.0,5.0,4.0,4.0,4.0,5.0,VA,Dealer
2010,Odyssey EX-L,Used,4.3,292,Brown,–,Front-wheel Drive,17–25,Gasoline,Automatic,Gas V6 3.5L/,5FNRL3H72AB089056,16435A,251557,4.6,4.4,4.3,4.3,4.4,4.6,SC,Dealer
2019,Insight LX,Used,4.9,1308,White,Black,Front-wheel Drive,55–49,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F12KE022902,M64415A,59888,4.6,4.8,4.5,4.7,4.8,4.8,TX,Dealer
2022,Accord Hybrid Sport,New,5.0,3857,Sonic Gray Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F23NA042464,M2339,8,4.9,5.0,5.0,4.9,4.9,5.0,NE,Dealer
2022,Accord Hybrid Sport,New,4.6,1959,Sonic Gray Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F24NA041551,NA041551,8,4.9,5.0,5.0,4.9,4.9,5.0,CA,Dealer
2023,CR-V EX,New,4.7,2681,Lunar Silver Metallic,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H47PE004627,PE004627,4,5.0,5.0,5.0,4.0,4.0,5.0,VA,Dealer
2022,Pilot Sport,New,4.2,415,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB095713,NB095713,2,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
2022,HR-V EX,New,4.9,435,Purple,YR-642M/BLACK,All-wheel Drive,26–31,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,3CZRU6H52NM752487,40759-03,8069,3.8,3.2,3.6,3.6,4.2,4.2,MA,Dealer
2023,CR-V EX-L,New,4.7,1,Urban Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H77PH410477,Q10249,0,5.0,5.0,5.0,4.0,4.0,5.0,NC,Dealer
2008,Pilot VP,Used,4.6,3,Gray,Gray,Four-wheel Drive,15–20,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF18298B031466,1298,184506,4.6,4.3,4.6,4.6,4.4,4.8,OR,Dealer
2022,Pilot Sport,New,4.0,228,Gray Pearl,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB090345,PI90345,12,5.0,5.0,5.0,5.0,5.0,5.0,KS,Dealer
2023,Ridgeline Black Edition,New,5.0,1571,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F82PB002427,H23052,11,5.0,4.8,4.8,4.2,5.0,5.0,NJ,Dealer
2022,Civic Sport,New,4.7,3094,Crystal Black Pearl,Black,Front-wheel Drive,30–37,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F58NH559956,A559956,5163,4.6,4.9,4.4,4.6,4.6,4.7,FL,Dealer
2021,Civic Type R Limited Edition,Used,4.0,170,Phoenix Yellow,Black / Red,Front-wheel Drive,22–28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G01MU202473,19416,3562,5.0,4.8,5.0,4.8,4.8,5.0,CO,Dealer
2019,Pilot EX,Used,3.9,1028,Silver,Gray,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32KB084121,22C540A,36148,4.8,4.7,4.7,4.6,4.7,4.8,CA,Dealer
2019,Civic Type R Touring,Used,4.8,47,Blue,Black / Red,Front-wheel Drive,22–28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G70KU201633,201633,35912,4.6,4.7,5.0,4.8,4.8,4.8,IN,Dealer
2022,Accord Hybrid Sport,Used,4.7,1253,Blue,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F23NA014096,H8247A,10769,4.9,5.0,5.0,4.9,4.9,5.0,IN,Dealer
2022,Pilot EX-L,New,5.0,333,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H59NB095610,78629,5,5.0,5.0,5.0,5.0,5.0,5.0,NV,Dealer
2011,CR-V EX,Used,4.5,2,–,–,Four-wheel Drive,21–27,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RE4H56BL103080,T0212D,153007,4.5,4.4,4.4,4.6,4.5,4.7,GA,Dealer
2023,Civic Sport,New,5.0,2599,Aegean Blue Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F58PH512994,75152,6,,,,,,,TX,Dealer
2023,CR-V EX,New,4.5,463,–,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H47PE011027,FJ0115,3,5.0,5.0,5.0,4.0,4.0,5.0,KY,Dealer
